Recency,Frequency,Monetary,Cluster,segments
47,9,3786.24,0,low-engaged
17,3,851.01,0,low-engaged
260,1,628.28,1,churned
46,3,719.81,0,low-engaged
12,1,251.24,0,low-engaged
30,1,439.66,0,low-engaged
43,1,236.09,0,low-engaged
92,6,934.62,0,low-engaged
39,63,81024.84,2,vip
310,1,331.24,1,churned
92,2,548.94,0,low-engaged
6,20,8816.4,3,Regulars
196,3,437.7,1,churned
87,2,758.92,0,low-engaged
270,3,855.02,1,churned
8,3,471.78,0,low-engaged
65,3,1313.55,0,low-engaged
31,3,3166.4,0,low-engaged
22,5,1197.27,0,low-engaged
38,4,773.99,0,low-engaged
120,4,1340.7,0,low-engaged
373,2,256.44,1,churned
40,3,1111.79,0,low-engaged
174,1,137.9,1,churned
54,1,362.06,0,low-engaged
33,2,1511.95,0,low-engaged
145,1,783.9,1,churned
221,1,134.8,1,churned
45,1,664.85,0,low-engaged
16,7,2263.12,0,low-engaged
66,6,1459.86,0,low-engaged
10,4,1153.62,0,low-engaged
260,1,335.32,1,churned
365,1,372.09,1,churned
17,5,1521.87,0,low-engaged
22,2,852.15,0,low-engaged
45,1,326.24,0,low-engaged
288,1,584.32,1,churned
297,1,122.4,1,churned
3,10,2234.73,0,low-engaged
284,1,79.2,1,churned
17,3,1352,0,low-engaged
82,2,217.16,0,low-engaged
56,5,2806.9,0,low-engaged
101,2,1317.62,0,low-engaged
299,1,436.18,1,churned
23,5,981.51,0,low-engaged
59,5,1121.39,0,low-engaged
155,2,315.06,1,churned
115,3,817.86,0,low-engaged
107,1,17,0,low-engaged
12,4,1078.23,0,low-engaged
264,1,320.62,1,churned
240,1,185.05,1,churned
88,7,2005.63,0,low-engaged
50,3,731.9,0,low-engaged
71,1,1290.7,0,low-engaged
42,3,1842.14,0,low-engaged
7,6,1429.64,0,low-engaged
62,1,302.36,0,low-engaged
249,1,336.96,1,churned
66,1,108.38,0,low-engaged
18,7,3204.16,0,low-engaged
85,1,842.5,0,low-engaged
219,2,611.88,1,churned
45,3,1337.48,0,low-engaged
143,4,195.74,0,low-engaged
183,1,161.38,1,churned
171,1,135.75,1,churned
10,8,1667.97,0,low-engaged
212,1,612.78,1,churned
190,1,232.21,1,churned
8,2,423.36,0,low-engaged
59,4,1309.14,0,low-engaged
57,2,867.11,0,low-engaged
73,4,684.42,0,low-engaged
52,1,307.78,0,low-engaged
317,1,249,1,churned
367,1,289.35,1,churned
29,4,6287.77,0,low-engaged
39,1,656.25,0,low-engaged
18,5,1880.22,0,low-engaged
52,6,3506.54,0,low-engaged
4,33,14589.04,3,Regulars
22,2,618.09,0,low-engaged
263,1,517.55,1,churned
60,3,709.38,0,low-engaged
19,3,635.41,0,low-engaged
66,2,725.18,0,low-engaged
88,1,620.4,0,low-engaged
250,1,535.34,1,churned
3,6,2424.94,0,low-engaged
247,1,175.2,1,churned
9,11,3799.49,0,low-engaged
157,3,734.13,1,churned
134,1,375,0,low-engaged
296,1,76.32,1,churned
5,2,280.52,0,low-engaged
43,5,2053.02,0,low-engaged
269,1,1829.04,1,churned
50,5,1824.23,0,low-engaged
9,9,3122.04,0,low-engaged
16,3,656.69,0,low-engaged
282,1,348.2,1,churned
65,2,1025.44,0,low-engaged
2,19,5575.56,3,Regulars
252,1,37.4,1,churned
232,2,856.6,1,churned
17,3,822.48,0,low-engaged
11,27,3787.6,3,Regulars
8,4,1822.97,0,low-engaged
51,6,1885.05,0,low-engaged
59,1,73.2,0,low-engaged
95,5,1140.21,0,low-engaged
16,6,1418.32,0,low-engaged
126,3,1009.55,0,low-engaged
94,4,1037.59,0,low-engaged
50,1,331.95,0,low-engaged
138,1,197.9,0,low-engaged
61,1,215.83,0,low-engaged
100,8,10254.18,0,low-engaged
73,1,305.54,0,low-engaged
72,4,6617.65,0,low-engaged
67,1,338.71,0,low-engaged
64,6,1158.79,0,low-engaged
17,2,529.41,0,low-engaged
23,12,4006.94,0,low-engaged
32,15,6911.44,3,Regulars
45,4,981.86,0,low-engaged
16,2,215.48,0,low-engaged
40,1,215.08,0,low-engaged
3,13,5180.52,0,low-engaged
237,1,314.45,1,churned
75,1,400.681,0,low-engaged
4,2,1080.62,0,low-engaged
3,4,1863.47,0,low-engaged
361,1,365.27,1,churned
59,4,592.9,0,low-engaged
23,1,405.71,0,low-engaged
31,4,761.38,0,low-engaged
55,4,537.06,0,low-engaged
25,1,394.38,0,low-engaged
45,2,664.26,0,low-engaged
89,5,2262.62,0,low-engaged
2,18,21086.3,3,Regulars
89,1,547.02,0,low-engaged
19,2,690.34,0,low-engaged
79,1,159,0,low-engaged
171,3,1062.75,1,churned
81,1,242.35,0,low-engaged
267,1,914.93,1,churned
235,2,304.25,1,churned
30,7,3084.68,0,low-engaged
37,3,864.86,0,low-engaged
318,1,846.72,1,churned
57,4,1295.3,0,low-engaged
45,5,1096.32,0,low-engaged
203,3,255.12,1,churned
225,1,314.22,1,churned
87,2,1010.6,0,low-engaged
190,2,542.03,1,churned
44,4,990.88,0,low-engaged
71,3,536.68,0,low-engaged
41,5,867.31,0,low-engaged
78,1,432.2,0,low-engaged
57,2,414.2,0,low-engaged
24,2,3718.8,0,low-engaged
10,13,2607.87,0,low-engaged
8,7,3603.21,0,low-engaged
34,2,409.1,0,low-engaged
212,2,1522.75,1,churned
24,3,1413.66,0,low-engaged
170,1,114.56,1,churned
62,1,152.94,0,low-engaged
53,5,1800.07,0,low-engaged
261,2,389.44,1,churned
67,2,3683.86,0,low-engaged
17,8,2619.91,0,low-engaged
267,1,752.43,1,churned
177,1,46.95,1,churned
45,5,5203.51,0,low-engaged
51,1,1035.45,0,low-engaged
17,4,746.83,0,low-engaged
9,9,5447,0,low-engaged
74,7,861.89,0,low-engaged
71,2,667.65,0,low-engaged
353,1,1141.24,1,churned
3,5,1429.24,0,low-engaged
117,1,411.7,0,low-engaged
373,1,357.95,1,churned
197,1,559.87,1,churned
177,1,810.6,1,churned
100,1,566.38,0,low-engaged
21,3,1509.58,0,low-engaged
72,1,2062.06,0,low-engaged
340,1,168.3,1,churned
6,5,1570.81,0,low-engaged
31,2,823.97,0,low-engaged
170,1,142.5,1,churned
122,1,302.25,0,low-engaged
22,10,2248.99,0,low-engaged
10,4,1328.55,0,low-engaged
269,1,301.9,1,churned
23,3,598.2,0,low-engaged
127,1,233.22,0,low-engaged
26,3,5360.63,0,low-engaged
139,1,361.22,0,low-engaged
214,6,632.27,1,churned
38,4,2560,0,low-engaged
106,2,706.57,0,low-engaged
18,2,616.26,0,low-engaged
3,2,274.15,0,low-engaged
331,1,226.37,1,churned
64,8,2938.91,0,low-engaged
120,3,1341.65,0,low-engaged
35,1,328.15,0,low-engaged
218,1,404.4,1,churned
172,2,1038.46,1,churned
72,5,373.65,0,low-engaged
1,2,326.75,0,low-engaged
196,1,207.5,1,churned
128,3,428.68,0,low-engaged
47,3,594.24,0,low-engaged
6,14,3110.96,0,low-engaged
14,6,3844.22,0,low-engaged
18,3,251.91,0,low-engaged
28,7,1593.2,0,low-engaged
8,22,26626.8,3,Regulars
37,1,151.05,0,low-engaged
157,1,214.8,1,churned
284,1,109.95,1,churned
107,1,549.07,0,low-engaged
25,4,1971.87,0,low-engaged
75,4,322.41,0,low-engaged
16,2,370.48,0,low-engaged
158,1,101.1,1,churned
44,1,575.41,0,low-engaged
11,2,887.65,0,low-engaged
32,7,1469.45,0,low-engaged
291,1,53.5,1,churned
21,4,1116.47,0,low-engaged
333,1,153.9,1,churned
18,2,494.44,0,low-engaged
4,23,6675.71,3,Regulars
63,2,395.8,0,low-engaged
198,3,211.77,1,churned
33,3,658.88,0,low-engaged
1,4,2027.5,0,low-engaged
7,9,1750.92,0,low-engaged
5,6,3512.53,0,low-engaged
10,4,896.66,0,low-engaged
32,5,734.77,0,low-engaged
53,1,109.36,0,low-engaged
12,2,707.04,0,low-engaged
18,9,1540.42,0,low-engaged
19,1,327.3,0,low-engaged
37,2,804.49,0,low-engaged
2,2,497.43,0,low-engaged
18,3,1553.66,0,low-engaged
82,4,1320.56,0,low-engaged
33,2,367.93,0,low-engaged
66,2,473.03,0,low-engaged
9,2,987.01,0,low-engaged
267,1,676.2,1,churned
247,3,362.95,1,churned
4,4,2157.4,0,low-engaged
61,1,1780.59,0,low-engaged
75,2,668.36,0,low-engaged
90,2,584.5,0,low-engaged
60,3,555.89,0,low-engaged
29,2,317.2,0,low-engaged
323,1,94.36,1,churned
53,4,1382.07,0,low-engaged
270,1,221.19,1,churned
2,13,3046.21,0,low-engaged
57,5,1555.34,0,low-engaged
61,5,1486.9,0,low-engaged
154,2,1705.8,1,churned
19,2,408.57,0,low-engaged
95,1,303.93,0,low-engaged
1,12,4098.32,0,low-engaged
265,2,299.6,1,churned
312,1,177.5,1,churned
70,1,443.05,0,low-engaged
302,2,167.25,1,churned
19,1,163.07,0,low-engaged
13,10,2126.93,0,low-engaged
36,5,2028.88,0,low-engaged
19,2,214.65,0,low-engaged
54,1,151.83,0,low-engaged
57,1,262.2,0,low-engaged
22,2,126.25,0,low-engaged
44,1,210.35,0,low-engaged
27,3,1051.4,0,low-engaged
45,3,675.27,0,low-engaged
113,6,972.23,0,low-engaged
17,51,34684.4,3,Regulars
25,1,346.12,0,low-engaged
191,1,133.56,1,churned
302,1,302.7,1,churned
2,10,1908.25,0,low-engaged
263,2,241.06,1,churned
106,1,284.55,0,low-engaged
57,1,300.85,0,low-engaged
213,3,642.81,1,churned
64,1,287.4,0,low-engaged
28,1,184.26,0,low-engaged
29,7,1522.25,0,low-engaged
6,5,798.35,0,low-engaged
8,5,3640.67,0,low-engaged
67,2,381.2,0,low-engaged
2,3,616.79,0,low-engaged
46,4,654.67,0,low-engaged
34,1,230.51,0,low-engaged
1,2,168472.5,2,vip
136,1,259.01,0,low-engaged
198,1,188.89,1,churned
198,2,707.69,1,churned
150,1,311.92,1,churned
88,1,266.97,0,low-engaged
45,2,6.9,0,low-engaged
64,7,1841.18,0,low-engaged
99,5,2158.37,0,low-engaged
218,1,208.36,1,churned
3,18,3482.74,3,Regulars
28,3,814.72,0,low-engaged
178,1,151.42,1,churned
74,3,136,0,low-engaged
21,4,1422.4,0,low-engaged
20,3,1314.68,0,low-engaged
34,7,1603.46,0,low-engaged
74,1,74.9,0,low-engaged
24,4,650.43,0,low-engaged
52,4,762.39,0,low-engaged
275,1,223.95,1,churned
165,3,316.11,1,churned
7,7,1871.5,0,low-engaged
88,4,544.3,0,low-engaged
64,7,2494.46,0,low-engaged
25,3,331,0,low-engaged
10,2,300.83,0,low-engaged
76,1,769.29,0,low-engaged
16,1,220.62,0,low-engaged
192,1,139.35,1,churned
174,2,404.3,1,churned
77,1,363.65,0,low-engaged
33,3,498.8,0,low-engaged
47,1,731.5,0,low-engaged
80,4,1351.63,0,low-engaged
297,1,826.53,1,churned
3,3,684.41,0,low-engaged
9,3,1599.52,0,low-engaged
50,6,2965.69,0,low-engaged
161,2,100.97,1,churned
360,2,365.45,1,churned
5,6,400.86,0,low-engaged
107,4,1431.93,0,low-engaged
25,1,484.38,0,low-engaged
32,1,777.6,0,low-engaged
20,2,90.3,0,low-engaged
297,1,363.7,1,churned
372,1,248.1,1,churned
22,3,950.26,0,low-engaged
5,4,874.59,0,low-engaged
52,5,1627.13,0,low-engaged
30,1,101.7,0,low-engaged
277,1,162.7,1,churned
61,2,484.32,0,low-engaged
25,2,215.08,0,low-engaged
186,3,1046.57,1,churned
2,21,9418.47,3,Regulars
2,26,13027.45,3,Regulars
172,1,290.36,1,churned
81,1,228.06,0,low-engaged
4,1,244.41,0,low-engaged
190,1,455.25,1,churned
22,7,1244.59,0,low-engaged
18,3,6748.8,0,low-engaged
19,3,1095.56,0,low-engaged
5,1,593.75,0,low-engaged
110,1,548.97,0,low-engaged
3,4,1388.81,0,low-engaged
54,1,119.62,0,low-engaged
165,1,339.3,1,churned
291,2,787.15,1,churned
10,10,4154.64,0,low-engaged
109,5,2298.97,0,low-engaged
96,3,922.12,0,low-engaged
243,2,379.73,1,churned
163,12,5719.82,0,low-engaged
42,3,837.1,0,low-engaged
35,2,285.89,0,low-engaged
67,7,3313.79,0,low-engaged
24,2,281.85,0,low-engaged
1,20,8338.49,3,Regulars
27,2,841.41,0,low-engaged
6,2,511.12,0,low-engaged
54,1,1077.74,0,low-engaged
364,1,173.7,1,churned
15,5,614.66,0,low-engaged
194,2,865.6,1,churned
3,1,124.2,0,low-engaged
15,10,3738.4,0,low-engaged
27,3,1421.69,0,low-engaged
127,3,1009.6,0,low-engaged
85,2,663.61,0,low-engaged
71,1,451.44,0,low-engaged
183,1,105.84,1,churned
113,1,313.62,0,low-engaged
374,1,233.45,1,churned
80,2,936.08,0,low-engaged
249,1,463.95,1,churned
232,1,225.15,1,churned
71,3,459.24,0,low-engaged
69,1,213.5,0,low-engaged
4,16,4113.68,3,Regulars
51,3,330.03,0,low-engaged
75,1,181.09,0,low-engaged
61,1,360.16,0,low-engaged
16,2,250.15,0,low-engaged
4,1,90.04,0,low-engaged
286,1,145.05,1,churned
4,6,813.52,0,low-engaged
41,1,244.8,0,low-engaged
36,1,528.08,0,low-engaged
75,2,482.47,0,low-engaged
18,14,3347.71,0,low-engaged
15,7,5493.46,0,low-engaged
219,1,75.66,1,churned
186,1,129.49,1,churned
33,4,1187.66,0,low-engaged
70,1,618.59,0,low-engaged
183,1,506.19,1,churned
15,2,500.42,0,low-engaged
236,1,151.85,1,churned
31,5,2647.59,0,low-engaged
264,1,226.21,1,churned
4,2,178.96,0,low-engaged
52,4,813.48,0,low-engaged
246,1,129.45,1,churned
81,2,810.57,0,low-engaged
275,1,333.08,1,churned
1,17,4413.1,3,Regulars
79,1,322.8,0,low-engaged
30,5,2188.05,0,low-engaged
74,2,417.73,0,low-engaged
17,6,2883.1,0,low-engaged
223,2,217.9,1,churned
32,4,1154.47,0,low-engaged
23,10,1680.72,0,low-engaged
31,3,1257.51,0,low-engaged
106,1,231.1,0,low-engaged
5,2,688.33,0,low-engaged
246,1,487.51,1,churned
178,2,833.78,1,churned
170,2,214.06,1,churned
43,1,290.66,0,low-engaged
72,1,518.42,0,low-engaged
59,7,6773.97,0,low-engaged
16,2,1212.66,0,low-engaged
141,4,601.27,0,low-engaged
18,6,3794.52,0,low-engaged
22,15,8625.8,3,Regulars
10,4,933.62,0,low-engaged
368,1,123.24,1,churned
189,1,39.12,1,churned
16,4,1267.65,0,low-engaged
362,1,135.4,1,churned
19,1,118.98,0,low-engaged
68,2,570.13,0,low-engaged
15,6,306.72,0,low-engaged
24,3,1374.87,0,low-engaged
17,11,4095.9,0,low-engaged
28,3,1692.27,0,low-engaged
2,20,8134.94,3,Regulars
55,2,319.61,0,low-engaged
34,4,1592.12,0,low-engaged
3,12,3109.99,0,low-engaged
366,1,129.75,1,churned
43,1,183.7,0,low-engaged
73,6,1770.34,0,low-engaged
5,5,1028,0,low-engaged
4,28,66653.56,3,Regulars
61,2,324.24,0,low-engaged
47,7,3062.83,0,low-engaged
1,4,1260.86,0,low-engaged
76,2,422.6,0,low-engaged
72,2,225.58,0,low-engaged
256,2,1276,1,churned
69,2,482.01,0,low-engaged
135,4,657.9,0,low-engaged
241,1,112.75,1,churned
227,2,1998,1,churned
9,13,5076.55,0,low-engaged
9,13,5398.3,0,low-engaged
1,20,14034.99,3,Regulars
37,3,531.35,0,low-engaged
46,1,656.63,0,low-engaged
85,5,3029.87,0,low-engaged
19,10,2483.04,0,low-engaged
3,5,1651.03,0,low-engaged
9,11,3645.43,0,low-engaged
19,15,6923.13,3,Regulars
219,3,1161.53,1,churned
78,1,301.72,0,low-engaged
267,2,901.2,1,churned
24,6,3858.38,0,low-engaged
369,1,623.75,1,churned
15,7,1790.42,0,low-engaged
26,1,155.24,0,low-engaged
262,1,292.47,1,churned
17,13,4730.81,0,low-engaged
91,2,589.15,0,low-engaged
302,7,781.02,1,churned
26,5,1382.02,0,low-engaged
364,1,272.82,1,churned
46,4,1054.67,0,low-engaged
38,21,7239.92,3,Regulars
52,3,743.11,0,low-engaged
32,1,603.75,0,low-engaged
52,3,650.51,0,low-engaged
79,5,2300.56,0,low-engaged
53,1,417.6,0,low-engaged
298,1,3.75,1,churned
177,1,323,1,churned
47,1,464.9,0,low-engaged
29,7,2238.09,0,low-engaged
11,7,1304.76,0,low-engaged
87,17,7194.3,3,Regulars
5,18,6697.66,3,Regulars
38,2,836.06,0,low-engaged
18,5,1515.9,0,low-engaged
45,5,623.93,0,low-engaged
31,1,1764.72,0,low-engaged
373,1,207.5,1,churned
58,1,223.92,0,low-engaged
372,1,2002.4,1,churned
114,3,1496.83,0,low-engaged
215,1,239.4,1,churned
319,1,106.83,1,churned
65,1,369.34,0,low-engaged
8,3,789.79,0,low-engaged
97,1,316.62,0,low-engaged
20,3,1501.38,0,low-engaged
199,1,611.85,1,churned
4,13,2799.25,0,low-engaged
294,1,34,1,churned
273,2,1145.6,1,churned
31,11,5580.6,0,low-engaged
48,3,478.09,0,low-engaged
260,1,380.39,1,churned
58,5,770.1,0,low-engaged
33,5,2246.81,0,low-engaged
57,1,171.59,0,low-engaged
68,4,661.52,0,low-engaged
10,11,1695.66,0,low-engaged
60,1,388.28,0,low-engaged
80,2,226.35,0,low-engaged
74,2,245.94,0,low-engaged
2,22,10629.72,3,Regulars
100,2,425.19,0,low-engaged
372,1,311.25,1,churned
10,13,2279.9,0,low-engaged
20,1,107.6,0,low-engaged
123,2,597.48,0,low-engaged
8,1,80.8,0,low-engaged
4,6,1545.62,0,low-engaged
29,7,1721.78,0,low-engaged
282,2,110.38,1,churned
57,1,243.84,0,low-engaged
1,10,1222.71,0,low-engaged
365,1,414.88,1,churned
89,1,305.62,0,low-engaged
11,1,1201.49,0,low-engaged
163,4,1619.73,1,churned
65,1,332.3,0,low-engaged
23,3,536.99,0,low-engaged
174,2,460.59,1,churned
103,4,801.49,0,low-engaged
143,3,1121.59,0,low-engaged
99,2,288.42,0,low-engaged
23,5,914.69,0,low-engaged
192,1,309.54,1,churned
5,2,547.07,0,low-engaged
361,1,479.35,1,churned
8,10,1692.98,0,low-engaged
14,21,6509.1,3,Regulars
103,4,417.06,0,low-engaged
3,9,1604.75,0,low-engaged
11,11,3349.57,0,low-engaged
96,1,497.61,0,low-engaged
227,1,358.38,1,churned
16,2,460.64,0,low-engaged
39,2,775.18,0,low-engaged
51,1,341.7,0,low-engaged
93,2,128.5,0,low-engaged
157,1,197.22,1,churned
39,1,325.91,0,low-engaged
184,3,199.15,1,churned
1,4,1106.53,0,low-engaged
228,1,413.46,1,churned
128,2,180.85,0,low-engaged
40,2,251.87,0,low-engaged
31,11,3170.98,0,low-engaged
197,2,588.85,1,churned
9,34,16594.35,3,Regulars
37,6,1869.82,0,low-engaged
101,3,1264.19,0,low-engaged
43,16,10196.57,3,Regulars
50,1,214.32,0,low-engaged
43,1,193.44,0,low-engaged
53,1,281.42,0,low-engaged
187,1,124.57,1,churned
334,1,332.41,1,churned
4,3,342.45,0,low-engaged
10,2,144.91,0,low-engaged
24,2,328.4,0,low-engaged
15,1,35.4,0,low-engaged
369,1,375.69,1,churned
145,2,747.81,1,churned
60,2,173.76,0,low-engaged
31,2,502.8,0,low-engaged
141,3,207.74,0,low-engaged
23,4,825.42,0,low-engaged
22,6,2812.34,0,low-engaged
77,3,680.02,0,low-engaged
5,6,7123.62,0,low-engaged
67,5,2095.53,0,low-engaged
12,6,853.72,0,low-engaged
84,1,13.3,0,low-engaged
31,7,1519.08,0,low-engaged
67,1,432,0,low-engaged
67,3,705.12,0,low-engaged
187,2,276.73,1,churned
38,2,429.84,0,low-engaged
15,3,471.51,0,low-engaged
35,1,194.88,0,low-engaged
195,3,1578.67,1,churned
2,5,809.7,0,low-engaged
1,5,525.54,0,low-engaged
367,1,145.93,1,churned
65,1,219.14,0,low-engaged
299,2,289.78,1,churned
26,3,508.81,0,low-engaged
8,6,1281.56,0,low-engaged
17,3,887.11,0,low-engaged
116,1,1706.88,0,low-engaged
29,1,373.24,0,low-engaged
4,16,3754.27,3,Regulars
5,7,3102.43,0,low-engaged
82,4,579.77,0,low-engaged
29,5,981.65,0,low-engaged
72,1,379.14,0,low-engaged
4,8,1510.06,0,low-engaged
29,11,2575.38,0,low-engaged
290,1,113.44,1,churned
36,1,208.46,0,low-engaged
9,6,621.68,0,low-engaged
24,2,576.26,0,low-engaged
277,1,391.52,1,churned
50,6,1068.82,0,low-engaged
156,11,2596.45,0,low-engaged
61,1,169.79,0,low-engaged
12,19,7247.61,3,Regulars
21,3,846.75,0,low-engaged
371,1,230.25,1,churned
116,3,543.05,0,low-engaged
80,17,2847.6,3,Regulars
4,7,1295.39,0,low-engaged
26,3,380.55,0,low-engaged
5,21,4604.22,3,Regulars
53,1,161.94,0,low-engaged
1,2,563.23,0,low-engaged
55,2,950.93,0,low-engaged
26,1,262.68,0,low-engaged
9,4,2736.38,0,low-engaged
52,3,3049.88,0,low-engaged
13,9,1920.59,0,low-engaged
212,3,816.73,1,churned
22,19,4345.5,3,Regulars
236,1,406.48,1,churned
139,3,435.02,0,low-engaged
4,6,1286.27,0,low-engaged
57,3,1178.56,0,low-engaged
135,3,1277.75,0,low-engaged
109,2,167.61,0,low-engaged
30,1,20.8,0,low-engaged
1,9,2085.08,0,low-engaged
185,4,518.67,1,churned
18,1,308.74,0,low-engaged
239,2,416.64,1,churned
87,1,117.35,0,low-engaged
39,3,507.05,0,low-engaged
116,1,234.17,0,low-engaged
187,1,110.55,1,churned
227,1,201.19,1,churned
8,7,2154.97,0,low-engaged
189,1,319.02,1,churned
4,2,439.43,0,low-engaged
39,3,650.41,0,low-engaged
38,1,357.21,0,low-engaged
267,1,251.52,1,churned
78,1,344.33,0,low-engaged
4,6,1852,0,low-engaged
255,2,1078.96,1,churned
61,1,384.06,0,low-engaged
13,7,1931.25,0,low-engaged
88,2,4481.35,0,low-engaged
17,10,5464.12,0,low-engaged
30,2,1873.2,0,low-engaged
3,7,1625.05,0,low-engaged
5,1,126.12,0,low-engaged
7,6,1133.25,0,low-engaged
219,1,179,1,churned
11,5,1614.31,0,low-engaged
30,6,1456.96,0,low-engaged
288,3,702,1,churned
150,4,295,1,churned
23,2,484.82,0,low-engaged
1,11,3989.57,0,low-engaged
86,3,1493.73,0,low-engaged
46,2,1412.94,0,low-engaged
5,4,781.78,0,low-engaged
51,6,889.93,0,low-engaged
18,1,195.36,0,low-engaged
30,1,270.9,0,low-engaged
8,3,586.33,0,low-engaged
29,3,1842.56,0,low-engaged
3,20,8694.26,3,Regulars
41,2,920.1,0,low-engaged
11,4,1272.61,0,low-engaged
31,1,71,0,low-engaged
45,3,95.85,0,low-engaged
61,3,357.77,0,low-engaged
185,2,154.83,1,churned
79,6,890.29,0,low-engaged
111,2,716,0,low-engaged
64,1,146.87,0,low-engaged
12,2,380.35,0,low-engaged
86,3,1030.14,0,low-engaged
16,3,745.52,0,low-engaged
246,2,433.53,1,churned
88,1,1267.32,0,low-engaged
30,1,112.4,0,low-engaged
138,1,449.73,0,low-engaged
27,3,1081.57,0,low-engaged
3,5,1044.38,0,low-engaged
32,4,1735.18,0,low-engaged
25,1,948.48,0,low-engaged
113,3,339.44,0,low-engaged
157,1,642.02,1,churned
85,3,1100.9,0,low-engaged
118,3,925.35,0,low-engaged
3,9,5659.98,0,low-engaged
96,6,3228.84,0,low-engaged
194,1,247.14,1,churned
28,1,413.75,0,low-engaged
131,1,498.48,0,low-engaged
28,5,1356.33,0,low-engaged
82,3,1179.89,0,low-engaged
30,5,3095.04,0,low-engaged
266,1,234.24,1,churned
74,11,5232.23,0,low-engaged
314,4,538.37,1,churned
21,7,1461.14,0,low-engaged
59,3,859.35,0,low-engaged
12,21,4552.14,3,Regulars
28,9,2709.7,0,low-engaged
114,1,312.14,0,low-engaged
28,9,2429.03,0,low-engaged
18,4,1446.09,0,low-engaged
18,4,834.12,0,low-engaged
36,3,841.08,0,low-engaged
36,2,378.2,0,low-engaged
78,1,118.8,0,low-engaged
22,2,287.62,0,low-engaged
25,2,290.16,0,low-engaged
33,2,2003.85,0,low-engaged
109,3,1405.78,0,low-engaged
35,2,2949.75,0,low-engaged
123,5,1566.65,0,low-engaged
7,6,2050.08,0,low-engaged
28,4,1991.01,0,low-engaged
4,7,2043.95,0,low-engaged
3,9,3827.76,0,low-engaged
50,4,1777.78,0,low-engaged
322,1,302,1,churned
23,3,1324.16,0,low-engaged
15,4,1022.13,0,low-engaged
2,8,954.42,0,low-engaged
18,2,971.74,0,low-engaged
10,4,1621.73,0,low-engaged
262,1,25.5,1,churned
159,2,665.78,1,churned
33,6,10815.43,0,low-engaged
29,6,885.04,0,low-engaged
165,1,163.3,1,churned
47,1,248.61,0,low-engaged
6,8,808.62,0,low-engaged
8,3,837.5,0,low-engaged
288,1,116.2,1,churned
318,1,157.02,1,churned
3,2,606.91,0,low-engaged
233,1,307.46,1,churned
119,1,138.32,0,low-engaged
162,1,345.3,1,churned
185,1,298.89,1,churned
50,1,259.35,0,low-engaged
152,5,1004.75,1,churned
335,1,157.09,1,churned
5,5,2463.17,0,low-engaged
16,7,4892.24,0,low-engaged
107,2,425,0,low-engaged
16,7,1139.73,0,low-engaged
276,1,380.5,1,churned
16,12,10668.47,3,Regulars
247,1,465.32,1,churned
239,1,579,1,churned
1,2,984.57,0,low-engaged
106,3,749.78,0,low-engaged
23,4,1714.59,0,low-engaged
52,1,124.88,0,low-engaged
195,3,1689.5,1,churned
24,1,213.78,0,low-engaged
75,1,329.34,0,low-engaged
18,2,251.7,0,low-engaged
8,2,319,0,low-engaged
32,3,1266.97,0,low-engaged
22,3,1538.88,0,low-engaged
31,6,3518.03,0,low-engaged
29,10,1715.46,0,low-engaged
22,2,293.1,0,low-engaged
33,7,2467.35,0,low-engaged
284,1,158.68,1,churned
39,2,206.34,0,low-engaged
58,2,835.78,0,low-engaged
289,1,224.91,1,churned
79,1,317.76,0,low-engaged
5,8,3766.6,0,low-engaged
218,1,59.9,1,churned
44,4,1443.69,0,low-engaged
202,1,306.13,1,churned
178,3,711.79,1,churned
56,4,796.03,0,low-engaged
57,2,239.92,0,low-engaged
8,6,3347.31,0,low-engaged
47,2,144,0,low-engaged
227,1,203.95,1,churned
11,7,2474.23,0,low-engaged
106,2,384.4,0,low-engaged
59,2,444.74,0,low-engaged
28,7,2095.13,0,low-engaged
36,7,1699.3,0,low-engaged
274,2,262.62,1,churned
30,1,1013.01,0,low-engaged
24,3,692.22,0,low-engaged
54,1,342.63,0,low-engaged
36,6,3563.85,0,low-engaged
175,4,1564.56,1,churned
54,1,384.08,0,low-engaged
53,1,204.24,0,low-engaged
27,8,2317.22,0,low-engaged
253,1,226.85,1,churned
40,7,2781.23,0,low-engaged
60,6,1069.12,0,low-engaged
234,1,113.5,1,churned
4,10,1960.72,0,low-engaged
32,1,114.23,0,low-engaged
24,14,3198.25,0,low-engaged
7,2,335.13,0,low-engaged
65,1,354.15,0,low-engaged
310,2,426.79,1,churned
309,1,393.49,1,churned
19,6,939.32,0,low-engaged
16,8,1906.09,0,low-engaged
96,2,318.76,0,low-engaged
264,8,3638.41,1,churned
12,10,3174.32,0,low-engaged
3,2,421.52,0,low-engaged
35,1,190.88,0,low-engaged
183,1,149.89,1,churned
25,2,550.06,0,low-engaged
13,6,916.13,0,low-engaged
11,2,314.69,0,low-engaged
3,17,3744.65,3,Regulars
313,1,382.5,1,churned
108,2,1135.04,0,low-engaged
1,26,8676.85,3,Regulars
53,1,954.9,0,low-engaged
205,1,171.45,1,churned
15,1,282.19,0,low-engaged
120,1,318.65,0,low-engaged
4,2,384.52,0,low-engaged
363,1,283.28,1,churned
117,2,353.86,0,low-engaged
18,1,178.26,0,low-engaged
5,2,272.44,0,low-engaged
41,2,298.41,0,low-engaged
107,2,240,0,low-engaged
